Año,ODS,Clave de metrópoli,Metrópoli,Índice,Ranking,Tipo de avance (flecha),Color del semáforo
2023,4,22.1.01,ZM de Querétaro,54.79670335,45,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,23.1.01,Cancún,44.77689991,67,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,4,23.2.02,Chetumal,60.48122778,30,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,4,23.2.03,Playa del Carmen,40.2330676,77,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Rojo
2023,4,24.1.01,ZM de San Luis Potosí,70.92527476,5,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,24.3.03,Rioverde,55.95194431,42,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,4,25.2.01,Culiacán,65.46484156,15,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,25.2.02,Los Mochis,66.20794375,12,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,25.2.03,Mazatlán,62.31696237,24,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,4,26.1.01,Guaymas,47.3291357,58,Retroceso para alcanzar el ODS,Amarillo
2023,4,26.2.02,Ciudad Obregón,59.68945056,32,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,26.2.03,Hermosillo,59.48362895,34,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,26.2.04,Nogales,46.93046898,61,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,4,27.1.01,Villahermosa,63.09177523,22,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,28.1.01,Reynosa,43.20678292,69,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,4,28.1.02,Tampico,64.48294785,18,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,28.2.03,Ciudad Victoria,75.29535898,1,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,28.2.04,Matamoros,47.49355628,56,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,4,28.2.05,Nuevo Laredo,41.81278632,72,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,4,29.1.01,Tlaxcala-Apizaco,62.89798575,23,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,4,29.3.02,Huamantla,46.02113784,63,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,4,30.1.01,Coatzacoalcos,63.34171053,21,Ritmo de avance superior al 50% necesario,Verde claro
2023,4,30.1.02,Córdoba,61.49510359,28,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,4,30.1.03,Minatitlán,62.22554687,25,Ritmo de avance superior al 50% necesario,Amarillo
2023,4,30.1.04,Orizaba,58.70809981,37,Ritmo de avance superior al 50% necesario,Amarillo
2023,4,30.1.05,Poza Rica,64.91252017,17,Ritmo de avance superior al 50% necesario,Amarillo
2023,4,30.1.06,ZM de Veracruz,65.58422582,14,Ritmo de avance superior al 50% necesario,Verde claro
2023,4,30.1.07,Xalapa,74.06303108,3,Ritmo de avance superior al 50% necesario,Amarillo
2023,4,31.1.01,Mérida,66.86479093,9,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,4,31.3.02,Valladolid,47.81181791,54,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,4,32.1.01,Zacatecas-Guadalupe,66.59938317,10,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,00.0.00,Promedio,75.78232288,,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,01.1.01,ZM de Aguascalientes,78.63578291,31,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,02.1.01,Tijuana,61.25604439,70,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,02.2.02,Ensenada,69.78102916,59,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,02.2.03,Mexicali,84.95839645,4,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Verde claro
2023,5,03.2.01,La Paz,83.57376342,7,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Verde claro
2023,5,03.2.02,Los Cabos,85.1780616,3,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Verde claro
2023,5,04.2.01,Campeche,80.16937896,18,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,05.1.01,La Laguna,69.6222468,60,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,05.1.02,Monclova-Frontera,79.34623264,24,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Amarillo
2023,5,05.1.03,Piedras Negras,75.58997024,42,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Amarillo
2023,5,05.1.04,Saltillo,78.52230946,33,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Amarillo
2023,5,05.3.05,Sabinas,67.63297844,63,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,06.1.01,ZM de Colima-Villa de Álvarez,59.90554292,72,Retroceso para alcanzar el ODS,Verde claro
2023,5,06.3.02,Tecomán,60.83295976,71,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,07.1.01,Tapachula,73.71600553,47,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,07.1.02,Tuxtla Gutiérrez,73.61943582,49,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,08.1.01,ZM de Chihuahua,75.91623868,41,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,08.1.02,Delicias,79.3600934,23,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,08.2.03,Juárez,61.65497712,69,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,09.1.01,ZM de la Ciudad de México,80.93839123,13,Ritmo de avance superior al 50% necesario,Verde claro
2023,5,10.2.01,Metrópoli de Durango,80.99985472,12,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,11.1.01,Celaya,51.91578333,80,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,11.1.02,León,63.2955704,67,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,11.2.03,Metrópoli de Guanajuato,71.33776675,56,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,11.2.04,Irapuato,54.68117446,78,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,11.3.05,Moroleón-Uriangato,69.87612938,58,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,11.3.06,Silao,67.78623403,62,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,12.1.01,Chilpancingo,58.25092705,75,Ritmo de avance superior al 50% necesario,Naranja
2023,5,12.2.02,Acapulco,70.78742852,57,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Amarillo
2023,5,13.1.01,Pachuca,87.56384391,1,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Verde claro
2023,5,13.1.02,Tulancingo,78.71573868,29,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,14.1.01,Guadalajara,79.30092859,25,Ritmo de avance superior al 50% necesario,Verde claro
2023,5,14.1.02,Puerto Vallarta,74.04694298,46,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,14.3.03,Ocotlán,73.43330959,51,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Amarillo
2023,5,15.1.01,Toluca,75.46852666,43,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,16.1.01,La Piedad-Pénjamo,66.17861236,65,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,16.1.02,Morelia,65.62055504,66,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,16.1.03,Zamora,48.97618236,81,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Rojo
2023,5,16.2.04,Uruapan,57.89090747,76,Ritmo de avance superior al 50% necesario,Naranja
2023,5,16.3.05,Lázaro Cárdenas,67.04745284,64,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,17.1.01,Cuautla,58.64276198,73,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,17.1.02,Cuernavaca,71.95834777,55,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,18.1.01,Tepic,79.99935613,20,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,19.1.01,Monterrey,73.44047217,50,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,20.1.01,ZM de Oaxaca,83.56685408,8,Ritmo de avance superior al 50% necesario,Verde claro
2023,5,20.3.03,Salina Cruz,81.49054343,11,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,21.1.01,ZM de Puebla-Tlaxcala,78.88100595,28,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,21.1.02,San Martín Texmelucan,74.83051784,44,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,21.1.03,Tehuacán,78.26349043,35,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,21.3.04,Huauchinango,73.64678785,48,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,22.1.01,ZM de Querétaro,80.86782226,14,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,23.1.01,Cancún,72.12162835,54,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,23.2.02,Chetumal,76.05876886,40,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,23.2.03,Playa del Carmen,80.41786439,17,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Amarillo
2023,5,24.1.01,ZM de San Luis Potosí,82.87711107,9,Ritmo de avance superior al 50% necesario,Verde claro
2023,5,24.3.03,Rioverde,68.5757328,61,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,25.2.01,Culiacán,84.76539855,5,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Amarillo
2023,5,25.2.02,Los Mochis,76.89413262,39,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,25.2.03,Mazatlán,80.05473647,19,Ritmo de avance superior al 50% necesario,Verde oscuro
2023,5,26.1.01,Guaymas,53.53759952,79,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,5,26.2.02,Ciudad Obregón,55.51661799,77,Retroceso para alcanzar el ODS,Amarillo
2023,5,26.2.03,Hermosillo,86.42571677,2,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Verde claro
2023,5,26.2.04,Nogales,77.88722272,36,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Amarillo
2023,5,27.1.01,Villahermosa,80.79798245,15,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Amarillo
2023,5,28.1.01,Reynosa,77.02567255,37,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,28.1.02,Tampico,79.11473458,27,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,28.2.03,Ciudad Victoria,73.35367797,53,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,28.2.04,Matamoros,80.67267556,16,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Verde claro
2023,5,28.2.05,Nuevo Laredo,73.36937831,52,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,29.1.01,Tlaxcala-Apizaco,79.56189169,22,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,29.3.02,Huamantla,63.20074869,68,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,30.1.01,Coatzacoalcos,78.46123742,34,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,30.1.02,Córdoba,79.99761109,21,Ritmo de avance superior al 50% necesario,Verde claro
2023,5,30.1.03,Minatitlán,76.90104988,38,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,30.1.04,Orizaba,74.27982752,45,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,30.1.05,Poza Rica,83.68486189,6,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Verde claro
2023,5,30.1.06,ZM de Veracruz,78.67034988,30,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,30.1.07,Xalapa,78.59565152,32,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,31.1.01,Mérida,82.79258257,10,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,31.3.02,Valladolid,79.2572493,26,Ritmo de avance superior al 50% necesario,Amarillo
2023,5,32.1.01,Zacatecas-Guadalupe,58.41557429,74,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,00.0.00,Promedio,63.41362097,,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,01.1.01,ZM de Aguascalientes,66.98090165,41,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,02.1.01,Tijuana,67.08151058,40,Retroceso para alcanzar el ODS,Verde claro
2023,6,02.2.02,Ensenada,87.45705656,2,Ritmo de avance superior al 50% necesario,Verde oscuro
2023,6,02.2.03,Mexicali,77.20095045,18,Retroceso para alcanzar el ODS,Verde oscuro
2023,6,03.2.01,La Paz,84.56101923,6,Ritmo de avance superior al 50% necesario,Verde oscuro
2023,6,03.2.02,Los Cabos,76.05966129,22,Retroceso para alcanzar el ODS,Amarillo
2023,6,04.2.01,Campeche,64.85667264,46,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,05.1.01,La Laguna,81.19424906,10,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde oscuro
2023,6,05.1.02,Monclova-Frontera,79.11049825,14,Ritmo de avance superior al 50% necesario,Verde claro
2023,6,05.1.03,Piedras Negras,81.51019265,9,Retroceso para alcanzar el ODS,Verde oscuro
2023,6,05.1.04,Saltillo,55.60644729,61,Retroceso para alcanzar el ODS,Verde claro
2023,6,05.3.05,Sabinas,65.75554364,42,Retroceso para alcanzar el ODS,Verde oscuro
2023,6,06.1.01,ZM de Colima-Villa de Álvarez,86.54627315,3,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,6,06.3.02,Tecomán,62.51785577,49,Retroceso para alcanzar el ODS,Amarillo
2023,6,07.1.01,Tapachula,51.2060561,71,Retroceso para alcanzar el ODS,Amarillo
2023,6,07.1.02,Tuxtla Gutiérrez,70.07786072,31,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde oscuro
2023,6,08.1.01,ZM de Chihuahua,73.48138003,26,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,08.1.02,Delicias,69.94815389,32,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,6,08.2.03,Juárez,69.002362,35,Retroceso para alcanzar el ODS,Amarillo
2023,6,09.1.01,ZM de la Ciudad de México,48.72472061,74,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,10.2.01,Metrópoli de Durango,68.17580805,38,Retroceso para alcanzar el ODS,Amarillo
2023,6,11.1.01,Celaya,61.34787494,54,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,6,11.1.02,León,61.84744615,53,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde oscuro
2023,6,11.2.03,Metrópoli de Guanajuato,62.4924522,50,Retroceso para alcanzar el ODS,Amarillo
2023,6,11.2.04,Irapuato,54.03322752,67,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,11.3.05,Moroleón-Uriangato,55.39506115,62,Retroceso para alcanzar el ODS,Naranja
2023,6,11.3.06,Silao,35.32097727,80,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,12.1.01,Chilpancingo,55.04294269,63,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,12.2.02,Acapulco,64.13729974,48,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde oscuro
2023,6,13.1.01,Pachuca,58.06652243,58,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,13.1.02,Tulancingo,51.03274681,72,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,14.1.01,Guadalajara,64.83267873,47,Retroceso para alcanzar el ODS,Amarillo
2023,6,14.1.02,Puerto Vallarta,85.03134901,5,Retroceso para alcanzar el ODS,Verde claro
2023,6,14.3.03,Ocotlán,68.08179174,39,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,6,15.1.01,Toluca,37.04520538,79,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,16.1.01,La Piedad-Pénjamo,49.9128004,73,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,16.1.02,Morelia,73.47801364,27,Ritmo de avance superior al 50% necesario,Verde claro
2023,6,16.1.03,Zamora,54.24539483,64,Retroceso para alcanzar el ODS,Naranja
2023,6,16.2.04,Uruapan,79.18325675,13,Ritmo de avance superior al 50% necesario,Verde claro
2023,6,16.3.05,Lázaro Cárdenas,73.15840747,28,Retroceso para alcanzar el ODS,Verde oscuro
2023,6,17.1.01,Cuautla,44.42431222,76,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,17.1.02,Cuernavaca,45.02041383,75,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,18.1.01,Tepic,87.93594151,1,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Verde oscuro
2023,6,19.1.01,Monterrey,74.46124922,25,Retroceso para alcanzar el ODS,Verde oscuro
2023,6,20.1.01,ZM de Oaxaca,51.5095322,70,Retroceso para alcanzar el ODS,Naranja
2023,6,20.3.03,Salina Cruz,82.45835943,8,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde oscuro
2023,6,21.1.01,ZM de Puebla-Tlaxcala,54.09135406,66,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,21.1.02,San Martín Texmelucan,51.99581723,69,Retroceso para alcanzar el ODS,Verde oscuro
2023,6,21.1.03,Tehuacán,43.37137093,77,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,21.3.04,Huauchinango,58.48103199,56,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,6,22.1.01,ZM de Querétaro,53.70554135,68,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,23.1.01,Cancún,77.18779144,19,Retroceso para alcanzar el ODS,Verde claro
2023,6,23.2.02,Chetumal,55.80542724,60,Retroceso para alcanzar el ODS,Amarillo
2023,6,23.2.03,Playa del Carmen,76.91533806,20,Retroceso para alcanzar el ODS,Verde oscuro
2023,6,24.1.01,ZM de San Luis Potosí,62.23660779,51,Retroceso para alcanzar el ODS,Amarillo
2023,6,24.3.03,Rioverde,85.56071922,4,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde oscuro
2023,6,25.2.01,Culiacán,80.5874566,12,Retroceso para alcanzar el ODS,Verde oscuro
2023,6,25.2.02,Los Mochis,81.15997088,11,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,6,25.2.03,Mazatlán,78.04496072,16,Retroceso para alcanzar el ODS,Verde claro
2023,6,26.1.01,Guaymas,61.88454325,52,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,26.2.02,Ciudad Obregón,76.41990997,21,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,26.2.03,Hermosillo,60.66181221,55,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,26.2.04,Nogales,69.94087303,33,Retroceso para alcanzar el ODS,Naranja
2023,6,27.1.01,Villahermosa,65.54315358,43,Retroceso para alcanzar el ODS,Amarillo
2023,6,28.1.01,Reynosa,73.05703474,29,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,28.1.02,Tampico,84.5574304,7,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,6,28.2.03,Ciudad Victoria,77.37873853,17,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde oscuro
2023,6,28.2.04,Matamoros,75.91926129,23,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,6,28.2.05,Nuevo Laredo,69.7066627,34,Retroceso para alcanzar el ODS,Amarillo
2023,6,29.1.01,Tlaxcala-Apizaco,65.15940321,44,Ritmo de avance superior al 50% necesario,Verde claro
2023,6,29.3.02,Huamantla,30.87766677,81,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,30.1.01,Coatzacoalcos,68.25472355,37,Retroceso para alcanzar el ODS,Amarillo
2023,6,30.1.02,Córdoba,54.16946841,65,Retroceso para alcanzar el ODS,Amarillo
2023,6,30.1.03,Minatitlán,58.12269665,57,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,6,30.1.04,Orizaba,68.25679415,36,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde oscuro
2023,6,30.1.05,Poza Rica,56.34065809,59,Retroceso para alcanzar el ODS,Naranja
2023,6,30.1.06,ZM de Veracruz,65.141817,45,Retroceso para alcanzar el ODS,Verde claro
2023,6,30.1.07,Xalapa,79.09939718,15,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,6,31.1.01,Mérida,75.01678833,24,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,6,31.3.02,Valladolid,37.93704973,78,Retroceso para alcanzar el ODS,Naranja
2023,6,32.1.01,Zacatecas-Guadalupe,70.94773178,30,Retroceso para alcanzar el ODS,Naranja
2023,7,00.0.00,Promedio,67.76911672,,Ritmo de avance superior al 50% necesario,Amarillo
2023,7,01.1.01,ZM de Aguascalientes,71.01488255,14,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,7,02.1.01,Tijuana,49.78550306,60,Retroceso para alcanzar el ODS,Verde claro
2023,7,02.2.02,Ensenada,48.39148476,64,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Rojo
2023,7,02.2.03,Mexicali,41.4230341,78,Retroceso para alcanzar el ODS,Rojo
2023,7,03.2.01,La Paz,44.44497501,74,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,7,03.2.02,Los Cabos,32.24560077,81,Retroceso para alcanzar el ODS,Rojo
2023,7,04.2.01,Campeche,44.96073569,73,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,7,05.1.01,La Laguna,59.25433477,36,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,7,05.1.02,Monclova-Frontera,49.63014039,62,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,7,05.1.03,Piedras Negras,42.55921003,75,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Rojo
2023,7,05.1.04,Saltillo,60.80644235,34,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,7,05.3.05,Sabinas,53.90008273,43,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,7,06.1.01,ZM de Colima-Villa de Álvarez,69.70938197,19,Ritmo de avance superior al 50% necesario,Verde claro
2023,7,06.3.02,Tecomán,47.09925708,69,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,7,07.1.01,Tapachula,48.76305638,63,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,7,07.1.02,Tuxtla Gutiérrez,52.74675278,48,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,7,08.1.01,ZM de Chihuahua,65.45844485,31,Ritmo de avance superior al 50% necesario,Naranja
2023,7,08.1.02,Delicias,57.82606708,39,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,7,08.2.03,Juárez,50.24560388,58,Retroceso para alcanzar el ODS,Verde claro
2023,7,09.1.01,ZM de la Ciudad de México,65.52464234,30,Ritmo de avance superior al 50% necesario,Amarillo
2023,7,10.2.01,Metrópoli de Durango,74.63266412,6,Ritmo de avance superior al 50% necesario,Verde claro
2023,7,11.1.01,Celaya,72.69488523,9,Ritmo de avance superior al 50% necesario,Verde claro
2023,7,11.1.02,León,73.56737181,8,Ritmo de avance superior al 50% necesario,Verde claro
2023,7,11.2.03,Metrópoli de Guanajuato,76.53027474,4,Ritmo de avance superior al 50% necesario,Amarillo
2023,7,11.2.04,Irapuato,71.91264205,12,Ritmo de avance superior al 50% necesario,Verde claro
2023,7,11.3.05,Moroleón-Uriangato,72.14207841,11,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,7,11.3.06,Silao,70.77961068,16,Ritmo de avance superior al 50% necesario,Naranja
2023,7,12.1.01,Chilpancingo,51.31856636,54,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,7,12.2.02,Acapulco,55.46177933,42,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,7,13.1.01,Pachuca,68.40717134,22,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,7,13.1.02,Tulancingo,68.43205331,21,Ritmo de avance superior al 50% necesario,Naranja
2023,7,14.1.01,Guadalajara,81.18950203,1,Objetivo logrado o ritmo de avance suficiente para alcanzar el ODS en el 2030,Verde claro
2023,7,14.1.02,Puerto Vallarta,55.76635831,41,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,7,14.3.03,Ocotlán,74.02724829,7,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,7,15.1.01,Toluca,70.84607007,15,Ritmo de avance superior al 50% necesario,Amarillo
2023,7,16.1.01,La Piedad-Pénjamo,66.40375836,27,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Amarillo
2023,7,16.1.02,Morelia,78.22646288,3,Ritmo de avance superior al 50% necesario,Verde claro
2023,7,16.1.03,Zamora,72.32267639,10,Ritmo de avance superior al 50% necesario,Amarillo
2023,7,16.2.04,Uruapan,68.28106528,24,Ritmo de avance superior al 50% necesario,Naranja
2023,7,16.3.05,Lázaro Cárdenas,50.03431775,59,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,7,17.1.01,Cuautla,62.75783561,33,Ritmo de avance superior al 50% necesario,Amarillo
2023,7,17.1.02,Cuernavaca,67.24588546,26,Ritmo de avance superior al 50% necesario,Amarillo
2023,7,18.1.01,Tepic,64.73442092,32,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,7,19.1.01,Monterrey,59.023436,37,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Verde claro
2023,7,20.1.01,ZM de Oaxaca,65.93169547,29,Ritmo de avance superior al 50% necesario,Amarillo
2023,7,20.3.03,Salina Cruz,49.68267461,61,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,Naranja
2023,7,21.1.01,ZM de Puebla-Tlaxcala,67.59834796,25,Ritmo de avance superior al 50% necesario,Verde claro
2023,7,21.1.02,San Martín Texmelucan,70.13671004,18,Ritmo de avance superior al 50% necesario,Naranja
2023,7,21.1.03,Tehuacán,71.78394046,13,Ritmo de avance superior al 50% necesario,Amarillo
2023,7,21.3.04,Huauchinango,66.19766224,28,Ritmo de avance superior al 50% necesario,Verde claro
2023,7,22.1.01,ZM de Querétaro,78.55367068,2,Ritmo de avance superior al 50% necesario,Verde claro
