Año,ODS,Clave de metrópoli,Metrópoli,Índice,Ranking,Tipo de avance (flecha),Color del semáforo
2015,13,08.1.02,Delicias,50,56,,Rojo
2015,13,08.2.03,Juárez,75,21,,Verde oscuro
2015,13,09.1.01,ZM de la Ciudad de México,80.55555556,15,,Naranja
2015,13,10.2.01,Metrópoli de Durango,60,49,,Rojo
2015,13,11.1.01,Celaya,75,21,,Verde oscuro
2015,13,11.1.02,León,91.66666667,6,,Verde oscuro
2015,13,11.2.03,Metrópoli de Guanajuato,75,21,,Verde oscuro
2015,13,11.2.04,Irapuato,75,21,,Verde oscuro
2015,13,11.3.05,Moroleón-Uriangato,76.6456886,20,,Amarillo
2015,13,11.3.06,Silao,87.83814211,7,,Verde claro
2015,13,12.1.01,Chilpancingo,10,77,,Rojo
2015,13,12.2.02,Acapulco,35,70,,Rojo
2015,13,13.1.01,Pachuca,13.45775333,76,,Rojo
2015,13,13.1.02,Tulancingo,24.94739487,74,,Rojo
2015,13,14.1.01,Guadalajara,100,1,,Verde oscuro
2015,13,14.1.02,Puerto Vallarta,53.25030593,54,,Rojo
2015,13,14.3.03,Ocotlán,93.00578164,5,,Verde claro
2015,13,15.1.01,Toluca,75,21,,Verde oscuro
2015,13,16.1.01,La Piedad-Pénjamo,68.949942,44,,Rojo
2015,13,16.1.02,Morelia,58.33333333,53,,Rojo
2015,13,16.1.03,Zamora,50,56,,Rojo
2015,13,16.2.04,Uruapan,75,21,,Verde oscuro
2015,13,16.3.05,Lázaro Cárdenas,25,73,,Rojo
2015,13,17.1.01,Cuautla,81.25,14,,Verde oscuro
2015,13,17.1.02,Cuernavaca,75,21,,Verde oscuro
2015,13,18.1.01,Tepic,62.5,45,,Rojo
2015,13,19.1.01,Monterrey,4.6875,78,,Rojo
2015,13,20.1.01,ZM de Oaxaca,71.6590542,41,,Naranja
2015,13,20.3.03,Salina Cruz,59.66247725,52,,Rojo
2015,13,21.1.01,ZM de Puebla-Tlaxcala,49.10714286,69,,Naranja
2015,13,21.1.02,San Martín Texmelucan,50,56,,Rojo
2015,13,21.1.03,Tehuacán,50,56,,Rojo
2015,13,21.3.04,Huauchinango,50,56,,Rojo
2015,13,22.1.01,ZM de Querétaro,78.43998805,18,,Amarillo
2015,13,23.1.01,Cancún,87.5,8,,Verde oscuro
2015,13,23.2.02,Chetumal,60,49,,Rojo
2015,13,23.2.03,Playa del Carmen,50,56,,Rojo
2015,13,24.1.01,ZM de San Luis Potosí,62.5,45,,Rojo
2015,13,24.3.03,Rioverde,50,56,,Rojo
2015,13,25.2.01,Culiacán,100,1,,Verde oscuro
2015,13,25.2.02,Los Mochis,75,21,,Verde oscuro
2015,13,25.2.03,Mazatlán,60,49,,Rojo
2015,13,26.1.01,Guaymas,62.5,45,,Rojo
2015,13,26.2.02,Ciudad Obregón,75,21,,Verde oscuro
2015,13,26.2.03,Hermosillo,75,21,,Verde oscuro
2015,13,26.2.04,Nogales,50,56,,Rojo
2015,13,27.1.01,Villahermosa,87.5,8,,Verde oscuro
2015,13,28.1.01,Reynosa,87.5,8,,Verde oscuro
2015,13,28.1.02,Tampico,78.48694557,17,,Amarillo
2015,13,28.2.03,Ciudad Victoria,75,21,,Verde oscuro
2015,13,28.2.04,Matamoros,85,11,,Verde oscuro
2015,13,28.2.05,Nuevo Laredo,100,1,,Verde oscuro
2015,13,29.1.01,Tlaxcala-Apizaco,0,79,,Rojo
2015,13,29.3.02,Huamantla,0,79,,Rojo
2015,13,30.1.01,Coatzacoalcos,52.02739264,55,,Rojo
2015,13,30.1.02,Córdoba,75,21,,Verde oscuro
2015,13,30.1.03,Minatitlán,61.7521454,48,,Rojo
2015,13,30.1.04,Orizaba,75,21,,Verde oscuro
2015,13,30.1.05,Poza Rica,75,21,,Verde oscuro
2015,13,30.1.06,ZM de Veracruz,75,21,,Verde oscuro
2015,13,30.1.07,Xalapa,75,21,,Verde oscuro
2015,13,31.1.01,Mérida,76.92307692,19,,Verde oscuro
2015,13,31.3.02,Valladolid,50,56,,Rojo
2015,13,32.1.01,Zacatecas-Guadalupe,50,56,,Rojo
2015,15,00.0.00,Promedio,59.5744441,,,Amarillo
2015,15,01.1.01,ZM de Aguascalientes,68.66029912,14,,Verde claro
2015,15,02.1.01,Tijuana,34.40201532,64,,Rojo
2015,15,02.2.02,Ensenada,43.66583757,55,,Rojo
2015,15,02.2.03,Mexicali,50.47918101,42,,Rojo
2015,15,03.2.01,La Paz,26.02169326,70,,Naranja
2015,15,03.2.02,Los Cabos,20.70618365,72,,Naranja
2015,15,04.2.01,Campeche,48.42199099,46,,Naranja
2015,15,05.1.01,La Laguna,53.55017382,33,,Naranja
2015,15,05.1.02,Monclova-Frontera,53.05448141,34,,Naranja
2015,15,05.1.03,Piedras Negras,46.44805993,51,,Naranja
2015,15,05.1.04,Saltillo,31.17844183,67,,Naranja
2015,15,06.1.01,ZM de Colima-Villa de Álvarez,55.87010598,29,,Naranja
2015,15,06.3.02,Tecomán,55.90620335,28,,Rojo
2015,15,07.1.01,Tapachula,41.03117423,58,,Naranja
2015,15,07.1.02,Tuxtla Gutiérrez,60.79569973,26,,Verde claro
2015,15,08.1.01,ZM de Chihuahua,50.07527519,44,,Naranja
2015,15,08.1.02,Delicias,66.88938845,17,,Verde claro
2015,15,08.2.03,Juárez,54.60512579,31,,Naranja
2015,15,09.1.01,ZM de la Ciudad de México,70.03915922,12,,Amarillo
2015,15,10.2.01,Metrópoli de Durango,51.02458014,40,,Naranja
2015,15,11.1.01,Celaya,84.7725313,5,,Verde claro
2015,15,11.1.02,León,62.4938993,23,,Verde claro
2015,15,11.2.03,Metrópoli de Guanajuato,42.94424408,56,,Naranja
2015,15,11.2.04,Irapuato,61.09017238,25,,Verde claro
2015,15,11.3.06,Silao,69.79522354,13,,Verde claro
2015,15,12.1.01,Chilpancingo,34.22116761,65,,Rojo
2015,15,12.2.02,Acapulco,33.20883414,66,,Rojo
2015,15,13.1.01,Pachuca,49.9089893,45,,Naranja
2015,15,13.1.02,Tulancingo,55.0442465,30,,Naranja
2015,15,14.1.01,Guadalajara,64.72874814,21,,Naranja
2015,15,14.1.02,Puerto Vallarta,61.3441534,24,,Naranja
2015,15,15.1.01,Toluca,86.3589636,4,,Amarillo
2015,15,16.1.01,La Piedad-Pénjamo,87.35407306,3,,Verde claro
2015,15,16.1.02,Morelia,65.13595599,19,,Verde claro
2015,15,16.1.03,Zamora,65.00215338,20,,Verde claro
2015,15,16.2.04,Uruapan,67.983846,15,,Verde claro
2015,15,17.1.01,Cuautla,75.08591629,9,,Naranja
2015,15,17.1.02,Cuernavaca,94.3448844,2,,Verde claro
2015,15,18.1.01,Tepic,67.92658027,16,,Naranja
2015,15,19.1.01,Monterrey,40.71172416,59,,Amarillo
2015,15,20.1.01,ZM de Oaxaca,59.04954737,27,,Naranja
2015,15,21.1.01,ZM de Puebla-Tlaxcala,78.19603884,7,,Verde claro
2015,15,21.1.02,San Martín Texmelucan,74.70529935,10,,Verde claro
2015,15,21.1.03,Tehuacán,79.8574702,6,,Verde claro
2015,15,22.1.01,ZM de Querétaro,47.39388648,48,,Rojo
2015,15,23.1.01,Cancún,30.59568565,68,,Naranja
2015,15,23.2.02,Chetumal,41.13689844,57,,Naranja
2015,15,23.2.03,Playa del Carmen,12.73447618,73,,Rojo
2015,15,24.1.01,ZM de San Luis Potosí,50.96905835,41,,Naranja
2015,15,24.3.03,Rioverde,45.72712319,54,,Naranja
2015,15,25.2.01,Culiacán,47.97894441,47,,Rojo
2015,15,25.2.02,Los Mochis,51.90444606,38,,Rojo
2015,15,25.2.03,Mazatlán,47.26349274,49,,Rojo
2015,15,26.1.01,Guaymas,34.86560857,63,,Naranja
2015,15,26.2.02,Ciudad Obregón,50.16949592,43,,Naranja
2015,15,26.2.03,Hermosillo,36.71137973,61,,Naranja
2015,15,26.2.04,Nogales,27.26422399,69,,Naranja
2015,15,27.1.01,Villahermosa,23.07119069,71,,Naranja
2015,15,28.1.01,Reynosa,36.53220616,62,,Rojo
2015,15,28.1.02,Tampico,52.60358637,36,,Naranja
2015,15,28.2.03,Ciudad Victoria,52.86128443,35,,Naranja
2015,15,28.2.04,Matamoros,73.83862009,11,,Verde claro
2015,15,28.2.05,Nuevo Laredo,37.29818873,60,,Rojo
2015,15,29.1.01,Tlaxcala-Apizaco,51.71571057,39,,Rojo
2015,15,30.1.01,Coatzacoalcos,51.97329948,37,,Naranja
2015,15,30.1.02,Córdoba,98.78077317,1,,Verde oscuro
2015,15,30.1.03,Minatitlán,54.28842527,32,,Rojo
2015,15,30.1.04,Orizaba,76.56938847,8,,Amarillo
2015,15,30.1.05,Poza Rica,63.78886743,22,,Rojo
2015,15,30.1.06,ZM de Veracruz,46.05199541,52,,Naranja
2015,15,30.1.07,Xalapa,46.02648839,53,,Naranja
2015,15,31.1.01,Mérida,65.89025079,18,,Amarillo
2015,15,32.1.01,Zacatecas-Guadalupe,46.71953376,50,,Naranja
2015,16,00.0.00,Promedio,70.69412656,,,Verde claro
2015,16,01.1.01,ZM de Aguascalientes,78.59659918,15,,Verde claro
2015,16,02.1.01,Tijuana,50.67934997,78,,Amarillo
2015,16,02.2.02,Ensenada,60.21682958,73,,Naranja
2015,16,02.2.03,Mexicali,79.88320666,12,,Verde claro
2015,16,03.2.01,La Paz,59.25381065,75,,Verde claro
2015,16,03.2.02,Los Cabos,68.48212547,47,,Verde claro
2015,16,04.2.01,Campeche,76.42967492,19,,Verde claro
2015,16,05.1.01,La Laguna,84.01375151,9,,Verde claro
2015,16,05.1.02,Monclova-Frontera,92.49264926,5,,Verde claro
2015,16,05.1.03,Piedras Negras,97.86339471,3,,Verde claro
2015,16,05.1.04,Saltillo,94.23963906,4,,Verde claro
2015,16,05.3.05,Sabinas,98.3421184,2,,Verde claro
2015,16,06.1.01,ZM de Colima-Villa de Álvarez,74.9663903,25,,Verde claro
2015,16,06.3.02,Tecomán,65.48545469,56,,Naranja
2015,16,07.1.01,Tapachula,59.98895069,74,,Naranja
2015,16,07.1.02,Tuxtla Gutiérrez,61.66898794,66,,Verde claro
2015,16,08.1.01,ZM de Chihuahua,74.60612629,26,,Verde claro
2015,16,08.1.02,Delicias,79.48024328,13,,Verde claro
2015,16,08.2.03,Juárez,72.03423397,34,,Verde claro
2015,16,09.1.01,ZM de la Ciudad de México,64.76560874,57,,Verde claro
2015,16,10.2.01,Metrópoli de Durango,75.11947456,23,,Verde claro
2015,16,11.1.01,Celaya,67.24232201,48,,Verde claro
2015,16,11.1.02,León,73.81389973,30,,Verde claro
2015,16,11.2.03,Metrópoli de Guanajuato,65.77451309,54,,Naranja
2015,16,11.2.04,Irapuato,66.94272146,49,,Verde claro
2015,16,11.3.05,Moroleón-Uriangato,69.56342431,41,,Verde claro
2015,16,11.3.06,Silao,61.32420845,67,,Naranja
2015,16,12.1.01,Chilpancingo,46.63649225,79,,Naranja
2015,16,12.2.02,Acapulco,62.99195131,63,,Verde claro
2015,16,13.1.01,Pachuca,69.97228694,40,,Amarillo
2015,16,13.1.02,Tulancingo,76.96777147,18,,Verde claro
2015,16,14.1.01,Guadalajara,82.27555741,10,,Verde claro
2015,16,14.1.02,Puerto Vallarta,76.38721348,21,,Verde claro
2015,16,14.3.03,Ocotlán,71.9792566,36,,Verde claro
2015,16,15.1.01,Toluca,85.34116377,7,,Verde claro
2015,16,16.1.01,La Piedad-Pénjamo,65.91762214,52,,Naranja
2015,16,16.1.02,Morelia,69.14542964,42,,Amarillo
2015,16,16.1.03,Zamora,60.41928823,72,,Amarillo
2015,16,16.2.04,Uruapan,65.71792597,55,,Amarillo
2015,16,16.3.05,Lázaro Cárdenas,36.03847149,81,,Naranja
2015,16,17.1.01,Cuautla,63.74738553,60,,Amarillo
2015,16,17.1.02,Cuernavaca,66.11376805,51,,Amarillo
2015,16,18.1.01,Tepic,81.7454877,11,,Verde claro
2015,16,19.1.01,Monterrey,74.23274555,27,,Verde claro
2015,16,20.1.01,ZM de Oaxaca,73.75035739,31,,Amarillo
2015,16,20.3.03,Salina Cruz,61.10146392,68,,Verde claro
2015,16,21.1.01,ZM de Puebla-Tlaxcala,84.78352318,8,,Verde claro
2015,16,21.1.02,San Martín Texmelucan,59.00990909,76,,Verde claro
2015,16,21.1.03,Tehuacán,63.84526092,59,,Naranja
2015,16,21.3.04,Huauchinango,46.40328661,80,,Rojo
2015,16,22.1.01,ZM de Querétaro,78.29851093,16,,Amarillo
2015,16,23.1.01,Cancún,60.76599122,70,,Amarillo
2015,16,23.2.02,Chetumal,74.97691848,24,,Verde claro
2015,16,23.2.03,Playa del Carmen,68.57394622,46,,Verde claro
2015,16,24.1.01,ZM de San Luis Potosí,73.70992679,32,,Verde claro
2015,16,24.3.03,Rioverde,70.9217384,38,,Verde claro
2015,16,25.2.01,Culiacán,62.83513696,64,,Verde claro
2015,16,25.2.02,Los Mochis,76.4132152,20,,Verde claro
2015,16,25.2.03,Mazatlán,71.98053967,35,,Verde claro
2015,16,26.1.01,Guaymas,76.31146168,22,,Amarillo
2015,16,26.2.02,Ciudad Obregón,71.97248217,37,,Amarillo
2015,16,26.2.03,Hermosillo,78.25010376,17,,Amarillo
2015,16,26.2.04,Nogales,60.76084147,71,,Verde claro
2015,16,27.1.01,Villahermosa,69.99328625,39,,Verde claro
2015,16,28.1.01,Reynosa,68.88114756,45,,Amarillo
2015,16,28.1.02,Tampico,73.90159464,29,,Verde claro
2015,16,28.2.03,Ciudad Victoria,74.0242987,28,,Verde claro
2015,16,28.2.04,Matamoros,60.77872855,69,,Amarillo
2015,16,28.2.05,Nuevo Laredo,72.86285508,33,,Amarillo
2015,16,29.1.01,Tlaxcala-Apizaco,65.84526044,53,,Verde claro
2015,16,29.3.02,Huamantla,90.82503494,6,,Verde claro
2015,16,30.1.01,Coatzacoalcos,62.72266408,65,,Verde claro
2015,16,30.1.02,Córdoba,63.45030424,62,,Verde claro
2015,16,30.1.03,Minatitlán,63.69722867,61,,Verde claro
2015,16,30.1.04,Orizaba,66.30643015,50,,Verde claro
2015,16,30.1.05,Poza Rica,64.06356958,58,,Verde claro
2015,16,30.1.06,ZM de Veracruz,68.90615193,44,,Amarillo
2015,16,30.1.07,Xalapa,57.81964009,77,,Verde claro
2015,16,31.1.01,Mérida,79.13690954,14,,Verde claro
2015,16,31.3.02,Valladolid,99.00783302,1,,Verde claro
2015,16,32.1.01,Zacatecas-Guadalupe,69.13276114,43,,Amarillo
2015,17,00.0.00,Promedio,73.27036132,,,Verde claro
2015,17,01.1.01,ZM de Aguascalientes,71.47765992,46,,Naranja
2015,17,02.1.01,Tijuana,68.67616338,57,,Naranja
2015,17,02.2.02,Ensenada,77.58508476,8,,Verde claro
2015,17,02.2.03,Mexicali,74.76909295,24,,Amarillo
2015,17,03.2.01,La Paz,80.13274149,3,,Verde claro
2015,17,03.2.02,Los Cabos,81.08667391,2,,Verde claro
2015,17,04.2.01,Campeche,73.87405821,31,,Naranja
2015,17,05.1.01,La Laguna,73.66378885,33,,Naranja
2015,17,05.1.02,Monclova-Frontera,70.68265396,49,,Verde claro
2015,17,05.1.03,Piedras Negras,69.77216568,52,,Verde claro
2015,17,05.1.04,Saltillo,75.97721935,21,,Amarillo
2015,17,05.3.05,Sabinas,55.26203347,72,,Amarillo
2015,17,06.1.01,ZM de Colima-Villa de Álvarez,76.37928258,16,,Amarillo
2015,17,06.3.02,Tecomán,55.48605183,70,,Amarillo
2015,17,07.1.01,Tapachula,67.64579775,60,,Verde claro
2015,17,07.1.02,Tuxtla Gutiérrez,68.77012539,56,,Naranja
2015,17,08.1.01,ZM de Chihuahua,76.2648286,18,,Amarillo
2015,17,08.1.02,Delicias,60.37338875,65,,Amarillo
2015,17,08.2.03,Juárez,76.91322636,13,,Verde claro
2015,17,09.1.01,ZM de la Ciudad de México,73.88601613,30,,Amarillo
2015,17,10.2.01,Metrópoli de Durango,70.60178209,50,,Verde claro
2015,17,11.1.01,Celaya,74.72853275,25,,Naranja
2015,17,11.1.02,León,73.06117099,38,,Naranja
2015,17,11.2.03,Metrópoli de Guanajuato,62.93163741,62,,Verde claro
2015,17,11.2.04,Irapuato,73.85036456,32,,Verde claro
2015,17,11.3.05,Moroleón-Uriangato,43.69705101,79,,Naranja
2015,17,11.3.06,Silao,51.80988181,75,,Naranja
2015,17,12.1.01,Chilpancingo,55.3525588,71,,Naranja
2015,17,12.2.02,Acapulco,73.34244964,35,,Verde claro
2015,17,13.1.01,Pachuca,76.61284182,15,,Verde claro
2015,17,13.1.02,Tulancingo,69.32609779,54,,Verde claro
2015,17,14.1.01,Guadalajara,76.05621724,19,,Amarillo
2015,17,14.1.02,Puerto Vallarta,77.20473564,11,,Verde claro
2015,17,14.3.03,Ocotlán,43.82281443,78,,Amarillo
2015,17,15.1.01,Toluca,71.50206635,45,,Naranja
2015,17,16.1.01,La Piedad-Pénjamo,71.08226582,47,,Verde claro
2015,17,16.1.02,Morelia,77.29075388,10,,Verde claro
2015,17,16.1.03,Zamora,74.68049632,26,,Verde oscuro
2015,17,16.2.04,Uruapan,74.16952794,29,,Naranja
2015,17,16.3.05,Lázaro Cárdenas,49.27411606,76,,Verde claro
2015,17,17.1.01,Cuautla,75.5887997,22,,Verde claro
2015,17,17.1.02,Cuernavaca,78.56433791,6,,Verde claro
2015,17,18.1.01,Tepic,71.99183769,41,,Amarillo
2015,17,19.1.01,Monterrey,77.43281768,9,,Amarillo
2015,17,20.1.01,ZM de Oaxaca,68.58220662,58,,Amarillo
2015,17,20.3.03,Salina Cruz,36.26709127,80,,Naranja
2015,17,21.1.01,ZM de Puebla-Tlaxcala,76.05107741,20,,Naranja
2015,17,21.1.02,San Martín Texmelucan,47.25322872,77,,Naranja
2015,17,21.1.03,Tehuacán,68.37202778,59,,Verde claro
2015,17,21.3.04,Huauchinango,57.57372054,67,,Verde claro
2015,17,22.1.01,ZM de Querétaro,83.11332251,1,,Verde claro
2015,17,23.1.01,Cancún,79.45203733,4,,Verde claro
2015,17,23.2.02,Chetumal,52.25818009,74,,Verde claro
2015,17,23.2.03,Playa del Carmen,77.05360764,12,,Verde claro
2015,17,24.1.01,ZM de San Luis Potosí,73.26021286,36,,Amarillo
2015,17,24.3.03,Rioverde,61.41889406,63,,Verde claro
2015,17,25.2.01,Culiacán,76.67425678,14,,Amarillo
2015,17,25.2.02,Los Mochis,72.78096463,39,,Naranja
2015,17,25.2.03,Mazatlán,78.40586256,7,,Verde claro
2015,17,26.1.01,Guaymas,72.67952793,40,,Naranja
2015,17,26.2.02,Ciudad Obregón,79.01361566,5,,Verde claro
2015,17,26.2.03,Hermosillo,76.2709448,17,,Amarillo
2015,17,26.2.04,Nogales,71.50530186,44,,Amarillo
2015,17,27.1.01,Villahermosa,63.65814274,61,,Naranja
2015,17,28.1.01,Reynosa,70.2501752,51,,Naranja
2015,17,28.1.02,Tampico,73.20625468,37,,Naranja
2015,17,28.2.03,Ciudad Victoria,71.61050071,43,,Verde claro
2015,17,28.2.04,Matamoros,55.52148777,69,,Naranja
2015,17,28.2.05,Nuevo Laredo,52.55779148,73,,Rojo
2015,17,29.1.01,Tlaxcala-Apizaco,69.3393755,53,,Naranja
2015,17,29.3.02,Huamantla,31.86359025,81,,Rojo
2015,17,30.1.01,Coatzacoalcos,69.15425149,55,,Verde claro
2015,17,30.1.02,Córdoba,61.04391501,64,,Verde claro
2015,17,30.1.03,Minatitlán,60.36067375,66,,Amarillo
2015,17,30.1.04,Orizaba,70.90990259,48,,Naranja
2015,17,30.1.05,Poza Rica,74.39930984,28,,Naranja
2015,17,30.1.06,ZM de Veracruz,73.55765329,34,,Naranja
2015,17,30.1.07,Xalapa,75.57073573,23,,Naranja
2015,17,31.1.01,Mérida,74.54437784,27,,Amarillo
2015,17,31.3.02,Valladolid,56.55065092,68,,Verde claro
2015,17,32.1.01,Zacatecas-Guadalupe,71.82266642,42,,Amarillo
2023,Índice general,00.0.00,Promedio,66.55005845,,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,01.1.01,ZM de Aguascalientes,68.50938272,12,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,02.1.01,Tijuana,64.95381805,35,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,02.2.02,Ensenada,67.50185796,16,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,02.2.03,Mexicali,68.23138475,14,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,03.2.01,La Paz,65.2181154,32,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,03.2.02,Los Cabos,59.22417307,57,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,04.2.01,Campeche,65.33767611,30,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,05.1.01,La Laguna,68.90894273,11,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,05.1.02,Monclova-Frontera,67.03324347,18,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,05.1.03,Piedras Negras,66.70530762,22,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,05.1.04,Saltillo,68.9323858,10,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,05.3.05,Sabinas,62.18992878,46,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,06.1.01,ZM de Colima-Villa de Álvarez,65.07836918,34,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,06.3.02,Tecomán,50.90986022,78,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,07.1.01,Tapachula,48.63577402,80,Retroceso para alcanzar el ODS,
2023,Índice general,07.1.02,Tuxtla Gutiérrez,58.96378815,59,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,08.1.01,ZM de Chihuahua,71.53727489,2,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,08.1.02,Delicias,63.6097599,41,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,08.2.03,Juárez,67.01872223,19,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,09.1.01,ZM de la Ciudad de México,66.98555154,20,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,10.2.01,Metrópoli de Durango,68.3153892,13,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,11.1.01,Celaya,65.66177658,26,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,11.1.02,León,65.72616328,24,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,11.2.03,Metrópoli de Guanajuato,65.48934705,28,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,11.2.04,Irapuato,64.23018253,39,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,11.3.05,Moroleón-Uriangato,56.57609161,67,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,11.3.06,Silao,61.66577368,48,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,12.1.01,Chilpancingo,51.76025637,77,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,12.2.02,Acapulco,58.53799515,60,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,13.1.01,Pachuca,65.16334112,33,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,13.1.02,Tulancingo,53.44167034,72,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,14.1.01,Guadalajara,72.27592959,1,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,14.1.02,Puerto Vallarta,67.42746744,17,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,14.3.03,Ocotlán,62.37863166,45,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,15.1.01,Toluca,64.74853639,38,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,16.1.01,La Piedad-Pénjamo,56.56880402,69,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,16.1.02,Morelia,64.08773038,40,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,16.1.03,Zamora,53.0149391,74,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,16.2.04,Uruapan,57.65181903,65,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,16.3.05,Lázaro Cárdenas,57.65073249,66,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,17.1.01,Cuautla,53.19658138,73,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,17.1.02,Cuernavaca,65.38108998,29,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,18.1.01,Tepic,67.74264104,15,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,19.1.01,Monterrey,70.25485417,7,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,20.1.01,ZM de Oaxaca,65.67171748,25,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,20.3.03,Salina Cruz,59.96564565,53,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,21.1.01,ZM de Puebla-Tlaxcala,64.88662701,36,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,21.1.02,San Martín Texmelucan,56.33189561,71,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,21.1.03,Tehuacán,58.34990439,62,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,21.3.04,Huauchinango,47.10626815,81,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,22.1.01,ZM de Querétaro,70.74588501,4,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,23.1.01,Cancún,63.35549214,42,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,23.2.02,Chetumal,59.71531865,54,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,23.2.03,Playa del Carmen,61.84686456,47,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,24.1.01,ZM de San Luis Potosí,70.86041972,3,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,24.3.03,Rioverde,57.89476983,63,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,25.2.01,Culiacán,69.48925957,9,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,25.2.02,Los Mochis,66.23513428,23,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,25.2.03,Mazatlán,70.6594542,5,Ritmo de avance superior al 50% necesario,
2023,Índice general,26.1.01,Guaymas,56.40791525,70,Retroceso para alcanzar el ODS,
2023,Índice general,26.2.02,Ciudad Obregón,62.75931633,44,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,26.2.03,Hermosillo,70.14459978,8,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,26.2.04,Nogales,64.83930874,37,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,27.1.01,Villahermosa,59.69236605,55,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,28.1.01,Reynosa,63.22468226,43,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
2023,Índice general,28.1.02,Tampico,61.58631768,49,Puntaje estancado o con un ritmo de avance inferior al 50% necesario,
